hgnc_id	approved_symbol	approved_name	status	previous_symbols	alias_symbols	accession_numbers	refseq_ids	alias_names	ensembl_gene_id	ncbi_gene_id
HGNC:29384	ZNF528	zinc finger protein 528	Approved		KIAA1827	AB058730	NM_032423		ENSG00000167555	84436
HGNC:51305	ZNF528-AS1	ZNF528 antisense RNA 1	Approved				NR_125345		ENSG00000269834	102724105
HGNC:29328	ZNF529	zinc finger protein 529	Approved		KIAA1615	AK025110	NM_020951		ENSG00000186020	57711
HGNC:51275	ZNF529-AS1	ZNF529 antisense RNA 1	Approved				NR_110705		ENSG00000233527	101927599
HGNC:29297	ZNF530	zinc finger protein 530	Approved		KIAA1508	AK096831	NM_020880		ENSG00000183647	348327
HGNC:30940	ZNF532	zinc finger protein 532	Approved		FLJ10697	AB046849	NM_018181		ENSG00000074657	55205
HGNC:26337	ZNF534	zinc finger protein 534	Approved	KRBO3	FLJ25344	AK058073	NM_182512		ENSG00000198633	147658
HGNC:29025	ZNF536	zinc finger protein 536	Approved		KIAA0390		NM_014717		ENSG00000198597	9745
HGNC:25331	ZNF540	zinc finger protein 540	Approved		DKFZp547B0714	AL832315	NM_152606		ENSG00000171817	163255
HGNC:25294	ZNF541	zinc finger protein 541	Approved		DKFZp434I1930	AL136846	NM_032255		ENSG00000118156	84215
HGNC:25393	ZNF542P	"zinc finger protein 542, pseudogene"	Approved	ZNF542	DKFZp686B2197	AL833621			ENSG00000240225	147947
HGNC:25281	ZNF543	zinc finger protein 543	Approved		DKFZp434H055	AL834534	NM_213598		ENSG00000178229	125919
HGNC:16759	ZNF544	zinc finger protein 544	Approved		AF020591	AF020591	NM_014480	zinc finger protein AF020591	ENSG00000198131	27300
HGNC:28671	ZNF546	zinc finger protein 546	Approved	ZNF49	MGC43537	BC045649	NM_178544		ENSG00000187187	339327
HGNC:26432	ZNF547	zinc finger protein 547	Approved		FLJ31100	AK055662	NM_173631		ENSG00000152433	284306
HGNC:26561	ZNF548	zinc finger protein 548	Approved		FLJ32932	AK057494	NM_152909		ENSG00000188785	147694
HGNC:26632	ZNF549	zinc finger protein 549	Approved		FLJ34917	AK092236	NM_153263		ENSG00000121406	256051
HGNC:28643	ZNF550	zinc finger protein 550	Approved		MGC41917	AL833214	NM_153231		ENSG00000251369	162972
HGNC:25108	ZNF551	zinc finger protein 551	Approved		DKFZp686H1038	BX538151	NM_138347		ENSG00000204519	90233
HGNC:26135	ZNF552	zinc finger protein 552	Approved		FLJ21603	AK097041	NM_024762		ENSG00000178935	79818
HGNC:26629	ZNF554	zinc finger protein 554	Approved		FLJ34817	AK027860	NM_152303		ENSG00000172006	115196
HGNC:28382	ZNF555	zinc finger protein 555	Approved		MGC26707	AL832140	NM_152791		ENSG00000186300	148254
HGNC:25669	ZNF556	zinc finger protein 556	Approved		FLJ11637	BC009374	NM_024967		ENSG00000172000	80032
HGNC:28632	ZNF557	zinc finger protein 557	Approved		MGC4054	AK095524	NM_024341		ENSG00000130544	79230
HGNC:26422	ZNF558	zinc finger protein 558	Approved		FLJ30932	AK055494	NM_144693		ENSG00000167785	148156
HGNC:28197	ZNF559	zinc finger protein 559	Approved		MGC13105	AL389937	NM_032497		ENSG00000188321	84527
HGNC:42964	ZNF559-ZNF177	ZNF559-ZNF177 readthrough	Approved						ENSG00000270011	100529215
HGNC:26484	ZNF560	zinc finger protein 560	Approved		FLJ31986	AK056548	NM_152476		ENSG00000198028	147741
HGNC:28684	ZNF561	zinc finger protein 561	Approved		MGC45408	AK074787	NM_152289		ENSG00000171469	93134
HGNC:27613	ZNF561-AS1	ZNF561 antisense RNA 1 (head to head)	Approved	C19orf82			NR_122038		ENSG00000267106	284385
HGNC:25950	ZNF562	zinc finger protein 562	Approved		FLJ20079	AK000086	NM_017656		ENSG00000171466	54811
HGNC:30498	ZNF563	zinc finger protein 563	Approved		FLJ34797	BC022523	NM_145276		ENSG00000188868	147837
HGNC:31106	ZNF564	zinc finger protein 564	Approved		MGC26914	BC028367	NM_144976		ENSG00000249709	163050
HGNC:26726	ZNF565	zinc finger protein 565	Approved		FLJ36991	AK094310	NM_152477		ENSG00000196357	147929
HGNC:25919	ZNF566	zinc finger protein 566	Approved		"FLJ14779, MGC12515"	AK074497	NM_032838		ENSG00000186017	84924
HGNC:55301	ZNF566-AS1	ZNF566 antisense RNA 1	Approved				NR_036504		ENSG00000267309	728752
HGNC:28696	ZNF567	zinc finger protein 567	Approved		MGC45586	AK093034	NM_152603		ENSG00000189042	163081
HGNC:51281	ZNF567-DT	ZNF567 divergent transcript	Approved	LINC01534			NR_110708		ENSG00000225975	101927621
HGNC:25392	ZNF568	zinc finger protein 568	Approved		DKFZp686B0797	BX640681	NM_198539		ENSG00000198453	374900
HGNC:24737	ZNF569	zinc finger protein 569	Approved		"FLJ32053, ZAP1, Zfp74"	AL833408	NM_152484		ENSG00000196437	148266
HGNC:26416	ZNF570	zinc finger protein 570	Approved		FLJ30791	AK055353	NM_144694		ENSG00000171827	148268
HGNC:25000	ZNF571	zinc finger protein 571	Approved		HSPC059	AF161544	NM_016536		ENSG00000180479	51276
HGNC:44324	ZNF571-AS1	ZNF571 antisense RNA 1	Approved			"BC042488, BX647800"	NR_038247		ENSG00000267470	100507433
HGNC:26758	ZNF572	zinc finger protein 572	Approved		FLJ38002	BX537876	NM_152412		ENSG00000180938	137209
HGNC:26420	ZNF573	zinc finger protein 573	Approved		FLJ30921	AK074539	NM_152360		ENSG00000189144	126231
HGNC:26166	ZNF574	zinc finger protein 574	Approved		FLJ22059	AK074788	NM_022752		ENSG00000105732	64763
HGNC:27606	ZNF575	zinc finger protein 575	Approved		FLJ32567	BC043611	NM_174945		ENSG00000176472	284346
HGNC:28357	ZNF576	zinc finger protein 576	Approved		MGC2508	AK026353	NM_024327		ENSG00000124444	79177
HGNC:28673	ZNF577	zinc finger protein 577	Approved		MGC4400	AL832871	NM_032679		ENSG00000161551	84765
HGNC:26449	ZNF578	zinc finger protein 578	Approved		FLJ31384	AK095562	NM_152472		ENSG00000258405	147660
HGNC:26646	ZNF579	zinc finger protein 579	Approved		FLJ35453	AK092772	NM_152600		ENSG00000218891	163033
HGNC:29473	ZNF580	zinc finger protein 580	Approved			AF184939	NM_016202		ENSG00000213015	51157
HGNC:25017	ZNF581	zinc finger protein 581	Approved		"HSPC189, FLJ22550"	AK026203	NM_016535		ENSG00000171425	51545
HGNC:26421	ZNF582	zinc finger protein 582	Approved		FLJ30927	AK055489	NM_144690		ENSG00000018869	147948
HGNC:25213	ZNF582-DT	ZNF582 divergent transcript	Approved	ZNF582-AS1		"AW160702, BC036928"	NR_037159		ENSG00000267454	386758
HGNC:26427	ZNF583	zinc finger protein 583	Approved		FLJ31030	AK055592	NM_152478		ENSG00000198440	147949
HGNC:27318	ZNF584	zinc finger protein 584	Approved		FLJ39899	AK097218	NM_173548		ENSG00000171574	201514
HGNC:26305	ZNF585A	zinc finger protein 585A	Approved		"FLJ23765, Zfp27"	AK074345	NM_152655		ENSG00000196967	199704
HGNC:30948	ZNF585B	zinc finger protein 585B	Approved		"FLJ14928, SZFP41, Zfp27"	AK027834	NM_152279		ENSG00000245680	92285
HGNC:25949	ZNF586	zinc finger protein 586	Approved		FLJ20070	AK095993	NM_017652		ENSG00000083828	54807
HGNC:30955	ZNF587	zinc finger protein 587	Approved		"ZF6, FLJ14710, UBF-fl, FLJ20813"	AF294842	NM_032828		ENSG00000198466	84914
HGNC:37142	ZNF587B	zinc finger protein 587B	Approved			AK299091	NM_001204818		ENSG00000269343	100293516
HGNC:42438	ZNF587P1	zinc finger protein 587 pseudogene 1	Approved				NG_025682		ENSG00000223965	100419751
HGNC:16747	ZNF589	zinc finger protein 589	Approved		SZF1	AF114816	NM_016089		ENSG00000164048	51385
HGNC:28986	ZNF592	zinc finger protein 592	Approved	SCAR5	"KIAA0211, CAMOS"	D86966	NM_014630		ENSG00000166716	9640
HGNC:30943	ZNF593	zinc finger protein 593	Approved		ZT86	D45213	NM_015871		ENSG00000142684	51042
HGNC:41278	ZNF593OS	ZNF593 opposite strand	Approved						ENSG00000236782	
HGNC:29392	ZNF594	zinc finger protein 594	Approved		KIAA1871	AB058774	NM_032530		ENSG00000180626	84622
HGNC:55347	ZNF594-DT	ZNF594 divergent transcript	Approved				NR_034082		ENSG00000261879	100130950
HGNC:27196	ZNF595	zinc finger protein 595	Approved		FLJ31740	BX537887	NM_182524		ENSG00000272602	152687
HGNC:27268	ZNF596	zinc finger protein 596	Approved			BC026190	NM_173539		ENSG00000172748	169270
HGNC:26573	ZNF597	zinc finger protein 597	Approved		"FLJ33071, HIT-4"	AK057633	NM_152457		ENSG00000167981	146434
HGNC:28079	ZNF598	"zinc finger protein 598, E3 ubiquitin ligase"	Approved		"FLJ00086, HEL2"	BC029270	NM_178167		ENSG00000167962	90850
HGNC:26408	ZNF599	zinc finger protein 599	Approved		FLJ30663	AK055225	NM_001007248		ENSG00000153896	148103
HGNC:30951	ZNF600	zinc finger protein 600	Approved		"KR-ZNF1, DKFZp686F06123"	U52096	NM_198457		ENSG00000189190	162966
HGNC:29407	ZNF601P	"zinc finger protein 601, pseudogene"	Approved		"dJ313I6.8, D6S2711, PRD51p"					493824
HGNC:23313	ZNF602P	"zinc finger protein 602, pseudogene"	Approved		dJ265C24.5				ENSG00000219392	100419608
HGNC:23322	ZNF603P	"zinc finger protein 603, pseudogene"	Approved		p373c6.7				ENSG00000216901	493821
HGNC:28068	ZNF605	zinc finger protein 605	Approved			AL832623	NM_183238		ENSG00000196458	100289635
HGNC:25879	ZNF606	zinc finger protein 606	Approved	ZNF328	"FLJ14260, KIAA1852"	AB058755	NM_025027		ENSG00000166704	80095
HGNC:28192	ZNF607	zinc finger protein 607	Approved		"MGC13071, FLJ14802"	AK127464	NM_032689		ENSG00000198182	84775
HGNC:29238	ZNF608	zinc finger protein 608	Approved		"KIAA1281, DKFZp434M098, NY-REN-36"	AB033107	NM_020747		ENSG00000168916	57507
HGNC:29003	ZNF609	zinc finger protein 609	Approved		KIAA0295	BC014251	NM_015042		ENSG00000180357	23060
HGNC:26687	ZNF610	zinc finger protein 610	Approved		FLJ36040	AK093359	NM_173530		ENSG00000167554	162963
HGNC:28766	ZNF611	zinc finger protein 611	Approved		MGC5384	AK091389	NM_030972		ENSG00000213020	81856
HGNC:25827	ZNF613	zinc finger protein 613	Approved		FLJ13590	AK027565	NM_024840		ENSG00000176024	79898
HGNC:24722	ZNF614	zinc finger protein 614	Approved		FLJ21941	BC022246	NM_025040		ENSG00000142556	80110
HGNC:24740	ZNF615	zinc finger protein 615	Approved		FLJ33710	AK096691	NM_198480		ENSG00000197619	284370
HGNC:28062	ZNF616	zinc finger protein 616	Approved		MGC45556	AK092266	NM_178523		ENSG00000204611	90317
HGNC:29416	ZNF618	zinc finger protein 618	Approved		"KIAA1952, NEDD10"	BC012922	NM_133374	"neural precursor cell expressed, developmentally down-regulated 10"	ENSG00000157657	114991
HGNC:26910	ZNF619	zinc finger protein 619	Approved		FLJ90764	AK075245	NM_173656		ENSG00000177873	285267
HGNC:50784	ZNF619P1	zinc finger protein 619 pseudogene 1	Approved						ENSG00000224547	100419776
HGNC:28742	ZNF620	zinc finger protein 620	Approved		MGC50836	AK093599	NM_175888		ENSG00000177842	253639
HGNC:24787	ZNF621	zinc finger protein 621	Approved		FLJ45246	AK127181	NM_198484		ENSG00000172888	285268
HGNC:30958	ZNF622	zinc finger protein 622	Approved		"MGC2485, MGC17552, ZPR9"	AY046059	NM_033414		ENSG00000173545	90441
HGNC:55158	ZNF622P1	ZNF622 pseudogene 1	Approved				NG_026784		ENSG00000233688	100419792
HGNC:29084	ZNF623	zinc finger protein 623	Approved		KIAA0628	AB014528	NM_014789		ENSG00000183309	9831
HGNC:29254	ZNF624	zinc finger protein 624	Approved		KIAA1349	AB037770	NM_020787		ENSG00000197566	57547
HGNC:30571	ZNF625	zinc finger protein 625	Approved			BC007868	NM_145233		ENSG00000257591	90589
HGNC:48368	ZNF625-ZNF20	ZNF625-ZNF20 readthrough (NMD candidate)	Approved						ENSG00000213297	100529855
HGNC:30461	ZNF626	zinc finger protein 626	Approved			BC007116	NM_145297		ENSG00000188171	199777
HGNC:30570	ZNF627	zinc finger protein 627	Approved		FLJ90365	AK074846	NM_145295		ENSG00000198551	199692
HGNC:28054	ZNF628	zinc finger protein 628	Approved		"ZEC, Zfp628"	AF367249	NM_033113	Zinc finger expressed in Embryonal cells and Certain adult organs	ENSG00000197483	89887
HGNC:55271	ZNF628-DT	ZNF628 divergent transcript	Approved						ENSG00000269859	
HGNC:29008	ZNF629	zinc finger protein 629	Approved	ZNF65	KIAA0326	AB002324	NM_015309		ENSG00000102870	23361
HGNC:28855	ZNF630	zinc finger protein 630	Approved		"BC037316, dJ54B20.2, FLJ20573, MGC138344"	AK000580	NM_001037735		ENSG00000221994	57232
HGNC:41215	ZNF630-AS1	ZNF630 antisense RNA 1	Approved						ENSG00000277541	100874120
HGNC:17894	ZNF638	zinc finger protein 638	Approved	ZFML	"NP220, MGC26130, Zfp638"	D83032	NM_014497		ENSG00000075292	27332
HGNC:30950	ZNF639	zinc finger protein 639	Approved		"ANC-2H01, ZASC1"	BC020500	NM_016331	zinc finger amplified in esophageal squamous cell carcinomas 1	ENSG00000121864	51193
HGNC:31834	ZNF641	zinc finger protein 641	Approved		FLJ31295	BC018090	NM_152320		ENSG00000167528	121274
HGNC:29222	ZNF644	zinc finger protein 644	Approved		"KIAA1221, BM-005, MGC60165, MGC70410"	AB033047	NM_032186		ENSG00000122482	84146
HGNC:29004	ZNF646	zinc finger protein 646	Approved		KIAA0296	AB002294	NM_014699		ENSG00000167395	9726
HGNC:39749	ZNF646P1	zinc finger protein 646 pseudogene 1	Approved				NG_024858		ENSG00000274316	100419854
HGNC:18190	ZNF648	zinc finger protein 648	Approved		FLJ46813	AK128654	NM_001009992		ENSG00000179930	127665
HGNC:25741	ZNF649	zinc finger protein 649	Approved		FLJ12644	BC005368	NM_023074		ENSG00000198093	65251
HGNC:51285	ZNF649-AS1	ZNF649 antisense RNA 1	Approved				NR_110733		ENSG00000268095	101928571
HGNC:29147	ZNF652	zinc finger protein 652	Approved		KIAA0924	AB023141	NM_014897		ENSG00000198740	22834
HGNC:55582	ZNF652-AS1	ZNF652 antisense RNA 1	Approved						ENSG00000248714	102724596
HGNC:35166	ZNF652P1	zinc finger protein 652 pseudogene 1	Approved	ZNF652P			XM_929528		ENSG00000235278	646592
HGNC:25196	ZNF653	zinc finger protein 653	Approved		Zip67	AY072704	NM_138783		ENSG00000161914	115950
HGNC:25612	ZNF654	zinc finger protein 654	Approved		"FLJ10997, FLJ21142"	AF543494	NM_018293		ENSG00000175105	55279
HGNC:30899	ZNF655	zinc finger protein 655	Approved		"VIK-1, VIK"	AY099353	NM_138494		ENSG00000197343	79027
HGNC:25226	ZNF658	zinc finger protein 658	Approved		"MGC35232, DKFZp572C163, FLJ32813"	AA482262	NM_033160		ENSG00000274349	26149
HGNC:32033	ZNF658B	zinc finger protein 658B (pseudogene)	Approved			AK095694	NM_001032297		ENSG00000198416	401509
HGNC:26720	ZNF660	zinc finger protein 660	Approved		FLJ36870	AK094189	NM_173658		ENSG00000144792	285349
HGNC:31930	ZNF662	zinc finger protein 662	Approved		FLJ45880	AK127779	NM_207404		ENSG00000182983	389114
HGNC:25342	ZNF663P	"zinc finger protein 663, pseudogene"	Approved	ZNF663	DKFZp547G0215		NM_173643		ENSG00000215452	100130934
HGNC:25406	ZNF664	zinc finger protein 664	Approved	ZNF176	"ZFOC1, DKFZp761B128"		NM_152437	"zinc finger, organ of Corti 1"	ENSG00000179195	144348
HGNC:25885	ZNF665	zinc finger protein 665	Approved		"FLJ14345, ZFP160L"		NM_024733		ENSG00000197497	79788
HGNC:28854	ZNF667	zinc finger protein 667	Approved		FLJ14011		NM_022103		ENSG00000198046	63934
HGNC:44321	ZNF667-AS1	ZNF667 antisense RNA 1 (head to head)	Approved		MORT	"AW955601, BC110411"	NR_036521	Mortal Obligate RNA Transcript	ENSG00000166770	100128252
HGNC:25821	ZNF668	zinc finger protein 668	Approved		FLJ13479		NM_024706		ENSG00000167394	79759
HGNC:25736	ZNF669	zinc finger protein 669	Approved		FLJ12606		NM_024804		ENSG00000188295	79862
HGNC:28167	ZNF670	zinc finger protein 670	Approved		MGC12466		NM_033213		ENSG00000277462	93474
HGNC:49200	ZNF670-ZNF695	ZNF670-ZNF695 readthrough (NMD candidate)	Approved						ENSG00000135747	100533111
HGNC:26279	ZNF671	zinc finger protein 671	Approved		FLJ23506		NM_024833	hypothetical protein FLJ23506	ENSG00000083814	79891
HGNC:26179	ZNF672	zinc finger protein 672	Approved		FLJ22301	AK027476	NM_024836	hypothetical protein FLJ22301	ENSG00000171161	79894
HGNC:17625	ZNF674	zinc finger protein 674	Approved	MRX92	ZNF673B	AY971607	NM_001039891		ENSG00000251192	641339
HGNC:44266	ZNF674-AS1	ZNF674 antisense RNA 1 (head to head)	Approved			"BC034616, DA707714"	NR_015378		ENSG00000230844	401588
HGNC:30768	ZNF675	zinc finger protein 675	Approved		"TIZ, TBZF"		NM_138330	TRAF6 inhibitory zinc finger	ENSG00000197372	171392
HGNC:20429	ZNF676	zinc finger protein 676	Approved			AK097798	NM_001001411		ENSG00000196109	163223
HGNC:28730	ZNF677	zinc finger protein 677	Approved		MGC48625	BC050038	NM_182609	hypothetical protein MGC48625	ENSG00000197928	342926
HGNC:28652	ZNF678	zinc finger protein 678	Approved		MGC42493	BC042500	NM_178549	hypothetical protein MGC42493	ENSG00000181450	339500
HGNC:28650	ZNF679	zinc finger protein 679	Approved		MGC42415	BC033523	NM_153363	hypothetical protein MGC42415	ENSG00000197123	168417
HGNC:26897	ZNF680	zinc finger protein 680	Approved		FLJ90430	AK074911	NM_178558	hypothetical protein FLJ90430	ENSG00000173041	340252
HGNC:50379	ZNF680P1	ZNF680 pseudogene 1	Approved						ENSG00000228014	728947
HGNC:26457	ZNF681	zinc finger protein 681	Approved		FLJ31526	AK056088	NM_138286	hypothetical protein FLJ31526	ENSG00000196172	148213
HGNC:28857	ZNF682	zinc finger protein 682	Approved		BC39498_3	AC006539	NM_033196		ENSG00000197124	91120
HGNC:28495	ZNF683	zinc finger protein 683	Approved		"MGC33414, Hobit"	BC029505	NM_173574	homolog of Blimp-1 in T cells	ENSG00000176083	257101
HGNC:28418	ZNF684	zinc finger protein 684	Approved		MGC27466		NM_152373	hypothetical protein MGC27466	ENSG00000117010	127396
HGNC:29277	ZNF687	zinc finger protein 687	Approved		KIAA1441		NM_020832		ENSG00000143373	57592
HGNC:54048	ZNF687-AS1	ZNF687 antisense RNA 1	Approved				NR_135595		ENSG00000232671	100507670
HGNC:30489	ZNF688	zinc finger protein 688	Approved			AK122680	NM_145271		ENSG00000229809	146542
HGNC:25173	ZNF689	zinc finger protein 689	Approved		"FLJ90415, TIPUH1"	BC014000	NM_138447		ENSG00000156853	115509
HGNC:28028	ZNF691	zinc finger protein 691	Approved		Zfp691		NM_015911		ENSG00000164011	51058
HGNC:55800	ZNF691-DT	ZNF691 divergent transcript	Approved						ENSG00000228192	
HGNC:26049	ZNF692	zinc finger protein 692	Approved		"FLJ20531, Zfp692, AREBP"	BC002948	NM_017865	AICAR responsive element binding protein	ENSG00000171163	55657
HGNC:55817	ZNF692-DT	ZNF692 divergent transcript	Approved						ENSG00000227237	
HGNC:30954	ZNF695	zinc finger protein 695	Approved		SBZF3		NM_020394		ENSG00000197472	57116
HGNC:25872	ZNF696	zinc finger protein 696	Approved		FLJ14129	AK024191	NM_030895		ENSG00000185730	79943
HGNC:32034	ZNF697	zinc finger protein 697	Approved		MGC45731	"AK027019, BC033126"	NM_001080470		ENSG00000143067	90874
HGNC:24750	ZNF699	zinc finger protein 699	Approved		"FLJ38144, hang"	BC109268	NM_198535	hangover homolog (Drosophila)	ENSG00000196110	374879
HGNC:25292	ZNF700	zinc finger protein 700	Approved		DKFZp434I1610	AL136732	NM_144566		ENSG00000196757	90592
HGNC:25597	ZNF701	zinc finger protein 701	Approved		FLJ10891	AK001753	NM_018260		ENSG00000167562	55762
HGNC:25775	ZNF702P	"zinc finger protein 702, pseudogene"	Approved	ZNF702	FLJ12985		NM_024924		ENSG00000242779	79986
HGNC:25883	ZNF703	zinc finger protein 703	Approved		"FLJ14299, ZNF503L, NLZ1, Zpo1, ZEPPO1"	AK024361	NM_025069	zinc finger elbow-related proline domain protein 1	ENSG00000183779	80139
HGNC:32291	ZNF704	zinc finger protein 704	Approved		"FLJ16218, Gig1"	AK131274	NM_001033723		ENSG00000164684	619279
HGNC:32281	ZNF705A	zinc finger protein 705A	Approved		FLJ16353	AK131339	NM_001004328		ENSG00000196946	440077
HGNC:32284	ZNF705B	zinc finger protein 705B	Approved				NM_001193630		ENSG00000215356	100132396
HGNC:32283	ZNF705CP	"zinc finger protein 705C, pseudogene"	Approved	ZNF705C			NG_005518		ENSG00000215339	389631
HGNC:33202	ZNF705D	zinc finger protein 705D	Approved			BC110823	NM_001039615		ENSG00000215343	728957
HGNC:33203	ZNF705E	zinc finger protein 705E	Approved						ENSG00000214534	100131539
HGNC:37134	ZNF705G	zinc finger protein 705G	Approved				NM_001164457		ENSG00000215372	100131980
HGNC:24992	ZNF706	zinc finger protein 706	Approved		HSPC038	AF125099	NM_016096		ENSG00000120963	51123
HGNC:27815	ZNF707	zinc finger protein 707	Approved			AK001126	NM_173831		ENSG00000181135	286075
HGNC:12945	ZNF708	zinc finger protein 708	Approved	"ZNF15, ZNF15L1"	KOX8	X52339	NM_021269		ENSG00000182141	7562
HGNC:20629	ZNF709	zinc finger protein 709	Approved		FLJ38281	AK095600	NM_152601		ENSG00000242852	163051
HGNC:25352	ZNF710	zinc finger protein 710	Approved		"DKFZp547K1113, FLJ37393, FLJ00306"	AK094712	NM_198526		ENSG00000140548	374655
HGNC:53141	ZNF710-AS1	ZNF710 antisense RNA 1	Approved		ENST00000558334				ENSG00000259291	
HGNC:13128	ZNF711	zinc finger protein 711	Approved	"ZNF6, MRX65"	"CMPX1, ZNF4, ZNF5, dJ75N13.1, Zfp711, MRX97"	BC006349	NM_021998		ENSG00000147180	7552
HGNC:22043	ZNF713	zinc finger protein 713	Approved		FLJ39963	AK097282	NM_182633		ENSG00000178665	349075
HGNC:27124	ZNF714	zinc finger protein 714	Approved			AK056006	NM_182515		ENSG00000160352	148206
HGNC:32458	ZNF716	zinc finger protein 716	Approved		FLJ46189	AK131575	NM_001159279		ENSG00000182111	441234
HGNC:29448	ZNF717	zinc finger protein 717	Approved	ZNF838	X17	AF226994	NM_001128223		ENSG00000227124	100131827
HGNC:26889	ZNF718	zinc finger protein 718	Approved		FLJ90036	AK096662	NM_001039127		ENSG00000250312	255403
HGNC:26987	ZNF720	zinc finger protein 720	Approved			AK128671	NM_001004300		ENSG00000197302	124411
HGNC:34505	ZNF720P1	zinc finger protein 720 pseudogene 1	Approved						ENSG00000260010	342426
HGNC:29425	ZNF721	zinc finger protein 721	Approved		KIAA1982	AK092362	NM_133474		ENSG00000182903	170960
HGNC:22571	ZNF722P	"zinc finger protein 722, pseudogene"	Approved	ZNF722					ENSG00000241149	100419780
HGNC:32286	ZNF723	zinc finger protein 723	Approved	ZNF723P		DQ048837			ENSG00000268696	646864
HGNC:32460	ZNF724	zinc finger protein 724	Approved	ZNF724P			NM_001355404		ENSG00000196081	440519
HGNC:32461	ZNF725P	"zinc finger protein 725, pseudogene"	Approved	ZNF725					ENSG00000268100	100128853
HGNC:32462	ZNF726	zinc finger protein 726	Approved	ZNF92P3		"DQ036016, BC046415"	NM_001348689		ENSG00000213967	730087
HGNC:13136	ZNF726P1	zinc finger protein 726 pseudogene 1	Approved	"ZNF67, ZNF67P"		M88376				7618
HGNC:22785	ZNF727	zinc finger protein 727	Approved	ZNF727P			NM_001159522		ENSG00000214652	442319
HGNC:32463	ZNF728	zinc finger protein 728	Approved			BC128130	NM_001267716		ENSG00000269067	388523
HGNC:32464	ZNF729	zinc finger protein 729	Approved				NM_001242680		ENSG00000196350	100287226
HGNC:32470	ZNF730	zinc finger protein 730	Approved			AK131472	NM_001277403		ENSG00000183850	100129543
HGNC:32471	ZNF731P	"zinc finger protein 731, pseudogene"	Approved	ZNF731					ENSG00000227671	729806
HGNC:37138	ZNF732	zinc finger protein 732	Approved		FLJ59067	AK302099	NM_001137608		ENSG00000186777	654254
HGNC:32473	ZNF733P	"zinc finger protein 733, pseudogene"	Approved	ZNF733					ENSG00000185037	643955
HGNC:32465	ZNF734P	"zinc finger protein 734, pseudogene"	Approved	ZNF734					ENSG00000197990	644017
HGNC:32466	ZNF735	zinc finger protein 735	Approved	ZNF735P					ENSG00000223614	730291
HGNC:32467	ZNF736	zinc finger protein 736	Approved				NM_001170905		ENSG00000234444	728927
HGNC:37726	ZNF736P1Y	"zinc finger protein 736 pseudogene 1, Y-linked"	Approved	ZNF736P1			NG_004755		ENSG00000223978	442486
HGNC:37727	ZNF736P2Y	"zinc finger protein 736 pseudogene 2, Y-linked"	Approved	ZNF736P2					ENSG00000226270	392603
HGNC:37728	ZNF736P3Y	"zinc finger protein 736 pseudogene 3, Y-linked"	Approved	"ZNF381P, ZNF736P3"					ENSG00000233126	246123
HGNC:38464	ZNF736P4Y	"zinc finger protein 736 pseudogene 4, Y-linked"	Approved						ENSG00000236379	100419735
HGNC:38597	ZNF736P5Y	"zinc finger protein 736 pseudogene 5, Y-linked"	Approved						ENSG00000230819	
HGNC:38440	ZNF736P6Y	"zinc finger protein 736 pseudogene 6, Y-linked"	Approved						ENSG00000224634	100419732
HGNC:38404	ZNF736P7Y	"zinc finger protein 736 pseudogene 7, Y-linked"	Approved				NG_024762		ENSG00000241200	100419725
HGNC:38406	ZNF736P8Y	"zinc finger protein 736 pseudogene 8, Y-linked"	Approved						ENSG00000244246	100419724
HGNC:38408	ZNF736P9Y	"zinc finger protein 736 pseudogene 9, Y-linked"	Approved						ENSG00000239893	100419726
HGNC:38410	ZNF736P10Y	"zinc finger protein 736 pseudogene 10, Y-linked"	Approved						ENSG00000216824	100419727
HGNC:38426	ZNF736P11Y	"zinc finger protein 736 pseudogene 11, Y-linked"	Approved						ENSG00000215537	100419730
HGNC:38431	ZNF736P12Y	"zinc finger protein 736 pseudogene 12, Y-linked"	Approved						ENSG00000232003	100419731
HGNC:32468	ZNF737	zinc finger protein 737	Approved		ZNF102	BC015765	NM_145289		ENSG00000237440	100129842
HGNC:32469	ZNF738	zinc finger protein 738	Approved			BC034499	NM_001355237		ENSG00000172687	148203
HGNC:27465	ZNF740	zinc finger protein 740	Approved		Zfp740	BC053557	NM_001004304		ENSG00000139651	283337
HGNC:21948	ZNF746	zinc finger protein 746	Approved		"FLJ31413, PARIS"	AK055975	NM_152557	parkin interacting substrate	ENSG00000181220	155061
HGNC:28350	ZNF747	zinc finger protein 747	Approved		MGC2474	BC001361	NM_023931		ENSG00000169955	65988
HGNC:55668	ZNF747-DT	ZNF747 divergent transcript	Approved						ENSG00000235560	107984875
HGNC:32783	ZNF749	zinc finger protein 749	Approved		FLJ16360	AK122740	NM_001023561		ENSG00000186230	388567
HGNC:25843	ZNF750	zinc finger protein 750	Approved		"FLJ13841, Zfp750"	AK023903	NM_024702		ENSG00000141579	79755
HGNC:23179	ZNF761	zinc finger protein 761	Approved		"KIAA2033, FLJ16231, FLJ35333"	AB107355	NM_001008401		ENSG00000160336	388561
HGNC:27614	ZNF763	zinc finger protein 763	Approved		ZNF440L	AK092240	NM_001012753		ENSG00000197054	284390
HGNC:28200	ZNF764	zinc finger protein 764	Approved		MGC13138	BC008821	NM_033410		ENSG00000169951	92595
HGNC:25092	ZNF765	zinc finger protein 765	Approved			BC017357	NM_138372		ENSG00000196417	91661
